cik,filingyear,filingdate,reportingdate,rfdtitle
1750,2017,07/12/2017,05/31/2017,"If we fail to comply with government procurement laws and regulations, we could lose business and be liable for various penalties or sanctions."
1750,2017,07/12/2017,05/31/2017,A significant portion of our expeditionary airlift revenue is derived from providing expeditionary airlift services in Afghanistan.
1750,2017,07/12/2017,05/31/2017,We are exposed to risks associated with operating internationally.
1750,2017,07/12/2017,05/31/2017,"Acquisitions expose us to risks, including the risk that we may be unable to effectively integrate acquired businesses."
1750,2017,07/12/2017,05/31/2017,"Market values for our aviation products fluctuate, and we may be unable to re-lease or sell aircraft and engines when their current leases expire."
1750,2017,07/12/2017,05/31/2017,We may need to reduce the carrying value of our assets.
1750,2017,07/12/2017,05/31/2017,"We are dependent upon continued availability of financing to manage our business and to execute our business strategy, and additional financing may not be available on terms acceptable to us."
1750,2017,07/12/2017,05/31/2017,Our existing debt includes restrictive and financial covenants.
1750,2017,07/12/2017,05/31/2017,"Our industry is susceptible to product and other liability claims, and claims not adequately covered by insurance may adversely affect our financial condition."
1750,2017,07/12/2017,05/31/2017,Our business could be negatively affected by cyber or other security threats or other disruptions.
1750,2017,07/12/2017,05/31/2017,"We must comply with extensive environmental requirements, and any exposure to environmental liabilities may adversely affect us."
1750,2017,07/12/2017,05/31/2017,We may need to make significant capital expenditures to keep pace with technological developments in our industry.
1750,2017,07/12/2017,05/31/2017,Our operations would be adversely affected by a shortage of skilled personnel or work stoppages.
1750,2017,07/12/2017,05/31/2017,"deployment worldwide, competitive bidding, U.S. government funding, requirements generated by world events, and budgetary constraints."
1750,2017,07/12/2017,05/31/2017,"on superior customer service and support, on-time delivery, sufficient inventory availability, competitive pricing and effective quality assurance programs."
1750,2016,07/13/2016,05/31/2016,We are affected by factors that adversely impact the commercial aviation industry.
1750,2016,07/13/2016,05/31/2016,"Our U.S. government contracts may not continue at present sales levels, which may have a material adverse effect on our financial condition and results of operations."
1750,2016,07/13/2016,05/31/2016,We face risks of cost overruns and losses on fixed-price contracts.
1750,2016,07/13/2016,05/31/2016,Success at our airframe maintenance facilities is dependent upon continued outsourcing by the airlines.
1750,2016,07/13/2016,05/31/2016,"We operate in highly competitive markets, and competitive pressures may adversely affect us."
1750,2016,07/13/2016,05/31/2016,We are subject to significant government regulation and may need to incur significant expenses to comply with new or more stringent governmental regulation.
1750,2016,07/13/2016,05/31/2016,"If we fail to comply with government procurement laws and regulations, we could lose business and be liable for various penalties or sanctions."
1750,2016,07/13/2016,05/31/2016,A significant portion of our expeditionary airlift revenue is derived from providing expeditionary airlift services in Afghanistan.
1750,2016,07/13/2016,05/31/2016,We are exposed to risks associated with operating internationally.
1750,2016,07/13/2016,05/31/2016,"Acquisitions expose us to risks, including the risk that we may be unable to effectively integrate acquired businesses."
1750,2016,07/13/2016,05/31/2016,"Market values for our aviation products fluctuate, and we may be unable to re-lease or sell aircraft and engines when their current leases expire."
1750,2016,07/13/2016,05/31/2016,We may need to reduce the carrying value of our assets.
1750,2016,07/13/2016,05/31/2016,"We are dependent upon continued availability of financing to manage our business and to execute our business strategy, and additional financing may not be available on terms acceptable to us."
1750,2016,07/13/2016,05/31/2016,Our existing debt includes restrictive and financial covenants.
1750,2016,07/13/2016,05/31/2016,"Our industry is susceptible to product and other liability claims, and claims not adequately covered by insurance may adversely affect our financial condition."
1750,2016,07/13/2016,05/31/2016,Our business could be negatively affected by cyber or other security threats or other disruptions.
1750,2016,07/13/2016,05/31/2016,"We must comply with extensive environmental requirements, and any exposure to environmental liabilities may adversely affect us."
1750,2016,07/13/2016,05/31/2016,We may need to make significant capital expenditures to keep pace with technological developments in our industry.
1750,2016,07/13/2016,05/31/2016,Our operations would be adversely affected by a shortage of skilled personnel or work stoppages.
1750,2016,07/13/2016,05/31/2016,"deployment worldwide, competitive bidding, U.S. government funding, requirements generated by world events, and budgetary constraints."
1750,2016,07/13/2016,05/31/2016,"number of troops expected to be 8,400 by January 2017. Our expeditionary airlift services revenue will likely experience further declines should troop reductions occur in Afghanistan."
1800,2017,02/17/2017,12/31/2016,"Abbott may acquire other businesses, license rights to technologies or products, form alliances, or dispose of or spin-off businesses, which could cause it to incur significant expenses and could negatively affect profitability."
1800,2017,02/17/2017,12/31/2016,Abbott is subject to cost containment efforts that could cause a reduction in future revenues and operating income.
1800,2017,02/17/2017,12/31/2016,Abbott is subject to numerous governmental regulations and it can be costly to comply with these regulations and to develop compliant products and processes.
1800,2017,02/17/2017,12/31/2016,"Laws and regulations affecting government benefit programs could impose new obligations on Abbott, require Abbott to change its business practices, and restrict its operations in the future."
1800,2017,02/17/2017,12/31/2016,Changes in the health care regulatory environment may adversely affect Abbott's business.
1800,2017,02/17/2017,12/31/2016,"Abbott incurred and assumed significant additional indebtedness in connection with the acquisition of St. Jude Medical, which could decrease business flexibility and increase consolidated interest expense."
1800,2017,02/17/2017,12/31/2016,Changes in credit markets or to Abbott's credit rating could impact Abbott's ability to obtain financing for its business operations or result in increased borrowing costs and interest expense.
1800,2017,02/17/2017,12/31/2016,Abbott depends on sophisticated information technology systems and a cyber attack or other breach of these systems could have a material adverse effect on Abbott's results of operations.
1800,2017,02/17/2017,12/31/2016,The expiration or loss of patent protection and licenses may affect Abbott's future revenues and operating income.
1800,2017,02/17/2017,12/31/2016,Competitors' intellectual property may prevent Abbott from selling its products or have a material adverse effect on Abbott's future profitability and financial condition.
1800,2017,02/17/2017,12/31/2016,"Abbott's research and development efforts may not succeed in developing commercially successful products and technologies, which may cause Abbott's revenue and profitability to decline."
1800,2017,02/17/2017,12/31/2016,New products and technological advances by Abbott's competitors may negatively affect Abbott's results of operations.
1800,2017,02/17/2017,12/31/2016,"The manufacture of many of Abbott's products is a highly exacting and complex process, and if Abbott or one of its suppliers encounters problems manufacturing products, Abbott's business could suffer."
1800,2017,02/17/2017,12/31/2016,"Significant safety concerns could arise for Abbott's products, which could have a material adverse effect on Abbott's revenues and financial condition."
1800,2017,02/17/2017,12/31/2016,Abbott cannot predict at this time whether or when it will consummate the acquisition of Alere Inc.
1800,2017,02/17/2017,12/31/2016,Abbott holds a significant investment in Mylan N.V. and is subject to market risk.
1800,2017,02/17/2017,12/31/2016,Fluctuation in foreign currency exchange rates may adversely affect our financial statements and Abbott's ability to realize projected sales and earnings.
1800,2017,02/17/2017,12/31/2016,Deterioration in the economic condition and credit quality of certain countries may negatively affect Abbott's results of operations.
1800,2017,02/17/2017,12/31/2016,The international nature of Abbott's business subjects it to additional business risks that may cause its revenue and profitability to decline.
1800,2017,02/17/2017,12/31/2016,Other factors can have a material adverse effect on Abbott's future profitability and financial condition.
1800,2017,02/17/2017,12/31/2016,CAUTIONARY STATEMENT REGARDING FORWARD-LOOKING STATEMENTS
1800,2016,02/19/2016,12/31/2015,"Abbott may acquire other businesses, license rights to technologies or products, form alliances, or dispose of or spin-off businesses, which could cause it to incur significant expenses and could negatively affect profitability."
1800,2016,02/19/2016,12/31/2015,Abbott is subject to cost containment efforts that could cause a reduction in future revenues and operating income.
1800,2016,02/19/2016,12/31/2015,Abbott is subject to numerous governmental regulations and it can be costly to comply with these regulations and to develop compliant products and processes.
1800,2016,02/19/2016,12/31/2015,"Laws and regulations affecting government benefit programs could impose new obligations on Abbott, require Abbott to change its business practices, and restrict its operations in the future."
1800,2016,02/19/2016,12/31/2015,Changes in the health care regulatory environment may adversely affect Abbott's business.
1800,2016,02/19/2016,12/31/2015,The expiration or loss of patent protection and licenses may affect Abbott's future revenues and operating income.
1800,2016,02/19/2016,12/31/2015,Competitors' intellectual property may prevent Abbott from selling its products or have a material adverse effect on Abbott's future profitability and financial condition.
1800,2016,02/19/2016,12/31/2015,"Abbott's research and development efforts may not succeed in developing commercially successful products and technologies, which may cause Abbott's revenue and profitability to decline."
1800,2016,02/19/2016,12/31/2015,New products and technological advances by Abbott's competitors may negatively affect Abbott's results of operations.
1800,2016,02/19/2016,12/31/2015,"The manufacture of many of Abbott's products is a highly exacting and complex process, and if Abbott or one of its suppliers encounters problems manufacturing products, Abbott's business could suffer."
1800,2016,02/19/2016,12/31/2015,"Significant safety concerns could arise for Abbott's products, which could have a material adverse effect on Abbott's revenues and financial condition."
1800,2016,02/19/2016,12/31/2015,Deterioration in the economic position and credit quality of certain countries may negatively affect Abbott's results of operations.
1800,2016,02/19/2016,12/31/2015,Abbott depends on sophisticated information technology systems and a cyber attack or other breach of these systems could have a material adverse effect on Abbott's results of operations.
1800,2016,02/19/2016,12/31/2015,Abbott may incur operational difficulties or be exposed to claims and liabilities as a result of the separation.
1800,2016,02/19/2016,12/31/2015,There could be significant liability if the distribution of AbbVie common stock to Abbott shareholders is determined to be a taxable transaction.
1800,2016,02/19/2016,12/31/2015,Abbott holds a significant investment in Mylan N.V. and is subject to market risk.
1800,2016,02/19/2016,12/31/2015,Fluctuation in foreign currency exchange rates may adversely affect our financial statements and Abbott's ability to realize projected sales and earnings.
1800,2016,02/19/2016,12/31/2015,The international nature of Abbott's business subjects it to additional business risks that may cause its revenue and profitability to decline.
1800,2016,02/19/2016,12/31/2015,Other factors can have a material adverse effect on Abbott's future profitability and financial condition.
1800,2016,02/19/2016,12/31/2015,CAUTIONARY STATEMENT REGARDING FORWARD-LOOKING STATEMENTS
1800,2015,02/27/2015,12/31/2014,"Abbott may acquire other businesses, license rights to technologies or products, form alliances, or dispose of or spin-off businesses, which could cause it to incur significant expenses and could negatively affect profitability."
1800,2015,02/27/2015,12/31/2014,Abbott is subject to cost containment efforts that could cause a reduction in future revenues and operating income.
1800,2015,02/27/2015,12/31/2014,Abbott is subject to numerous governmental regulations and it can be costly to comply with these regulations and to develop compliant products and processes.
1800,2015,02/27/2015,12/31/2014,"Laws and regulations affecting government benefit programs could impose new obligations on Abbott, require Abbott to change its business practices, and restrict its operations in the future."
1800,2015,02/27/2015,12/31/2014,Changes in the health care regulatory environment may adversely affect Abbott's business.
1800,2015,02/27/2015,12/31/2014,The expiration or loss of patent protection and licenses may affect Abbott's future revenues and operating income.
1800,2015,02/27/2015,12/31/2014,Competitors' intellectual property may prevent Abbott from selling its products or have a material adverse effect on Abbott's future profitability and financial condition.
1800,2015,02/27/2015,12/31/2014,"Abbott's research and development efforts may not succeed in developing commercially successful products and technologies, which may cause Abbott's revenue and profitability to decline."
1800,2015,02/27/2015,12/31/2014,New products and technological advances by Abbott's competitors may negatively affect Abbott's results of operations.
1800,2015,02/27/2015,12/31/2014,"The manufacture of many of Abbott's products is a highly exacting and complex process, and if Abbott or one of its suppliers encounters problems manufacturing products, Abbott's business could suffer."
1800,2015,02/27/2015,12/31/2014,"Significant safety concerns could arise for Abbott's products, which could have a material adverse effect on Abbott's revenues and financial condition."
1800,2015,02/27/2015,12/31/2014,Deterioration in the economic position and credit quality of certain countries may negatively affect Abbott's results of operations.
1800,2015,02/27/2015,12/31/2014,Abbott depends on sophisticated information technology systems to operate its business and a cyber attack or other breach of these systems could have a material adverse effect on Abbott's results of operations.
1800,2015,02/27/2015,12/31/2014,Abbott may incur operational difficulties or be exposed to claims and liabilities as a result of the separation.
1800,2015,02/27/2015,12/31/2014,There could be significant liability if the distribution of AbbVie common stock to Abbott shareholders is determined to be a taxable transaction.
1800,2015,02/27/2015,12/31/2014,Abbott holds a significant investment in Mylan N.V. and is subject to market risk.
1800,2015,02/27/2015,12/31/2014,Fluctuation in foreign currency exchange rates may adversely affect our financial statements and Abbott's ability to realize projected sales and earnings.
1800,2015,02/27/2015,12/31/2014,The international nature of Abbott's business subjects it to additional business risks that may cause its revenue and profitability to decline.
1800,2015,02/27/2015,12/31/2014,Other factors can have a material adverse effect on Abbott's future profitability and financial condition.
1800,2015,02/27/2015,12/31/2014,CAUTIONARY STATEMENT REGARDING FORWARD-LOOKING STATEMENTS
2034,2017,08/25/2017,06/30/2017,NO RISK FACTORS FOUND
2034,2016,08/26/2016,06/30/2016,NO RISK FACTORS FOUND
2034,2015,09/11/2015,06/30/2004,NO RISK FACTORS FOUND
2488,2010,02/19/2010,12/27/2008,NO RISK FACTORS FOUND
2488,2009,02/24/2009,12/29/2007,NO RISK FACTORS FOUND
2488,2008,02/26/2008,12/31/2000,NO RISK FACTORS FOUND
3116,2015,03/17/2015,12/31/2014,NO RISK FACTORS FOUND
3116,2014,03/14/2014,12/31/2013,NO RISK FACTORS FOUND
3116,2013,03/01/2013,12/31/2012,NO RISK FACTORS FOUND
4962,2012,02/24/2012,12/31/2011,NO RISK FACTORS FOUND
4962,2011,02/28/2011,12/31/1991,Products and Services
4962,2011,02/28/2011,12/31/1991,Spend-Centric Model is Competitive Advantage
4962,2011,02/28/2011,12/31/1991,The American Express Brand
4962,2011,02/28/2011,12/31/1991,GLOBAL NETWORK & MERCHANT SERVICES
4962,2011,02/28/2011,12/31/1991,Global Network Services
4962,2011,02/28/2011,12/31/1991,GNS Arrangements
4962,2011,02/28/2011,12/31/1991,Independent Operator Arrangements
4962,2011,02/28/2011,12/31/1991,Network Card License Arrangements
4962,2011,02/28/2011,12/31/1991,Joint Venture Arrangements
4962,2011,02/28/2011,12/31/1991,GNS Business Highlights
4962,2011,02/28/2011,12/31/1991,Global Merchant Services
4962,2011,02/28/2011,12/31/1991,Global Network & Merchant Services  Competition
4962,2011,02/28/2011,12/31/1991,Global Network & Merchant Services  Regulation
4962,2011,02/28/2011,12/31/1991,U.S. CARD SERVICES
4962,2011,02/28/2011,12/31/1991,Centurion Bank and AEBFSB as Issuers of Certain Cards
4962,2011,02/28/2011,12/31/1991,Centurion Bank
4962,2011,02/28/2011,12/31/1991,Type of Bank
4962,2011,02/28/2011,12/31/1991,Regulatory Supervision
4962,2011,02/28/2011,12/31/1991,Types of cards issued
4962,2011,02/28/2011,12/31/1991,Marketing methods
4962,2011,02/28/2011,12/31/1991,"Risk-based capital adequacy requirements**, based on Tier One risk-based capital, total risk-based capital and Tier One core capital ratios at December 31, 2010"
4962,2011,02/28/2011,12/31/1991,Charge Cards
4962,2011,02/28/2011,12/31/1991,Revolving Credit Cards
4962,2011,02/28/2011,12/31/1991,Co-brand Cards
4962,2011,02/28/2011,12/31/1991,Co-brand Partnerships with Financial Services Institutions
4962,2011,02/28/2011,12/31/1991,Card Pricing and Account Management
4962,2011,02/28/2011,12/31/1991,Membership Rewards®Program
4962,2011,02/28/2011,12/31/1991,Cardmember Special Services and Programs
4962,2011,02/28/2011,12/31/1991,Card-Issuing Business  Competition
4962,2011,02/28/2011,12/31/1991,Global Network & Merchant ServicesCompetition
4962,2011,02/28/2011,12/31/1991,Financing Activities
4962,2011,02/28/2011,12/31/1991,"Difficult conditions in the global capital markets and economy generally, as well as political conditions in the United States and elsewhere, may materially adversely affect our business and results of operations"
4962,2011,02/28/2011,12/31/1991,"Adverse capital and credit market conditions may significantly affect the Companys ability to meet liquidity needs, access to capital and cost of capital"
4962,2011,02/28/2011,12/31/1991,Deposit Programs
4962,2011,02/28/2011,12/31/1991,Card-Issuing Business  Regulation
4962,2011,02/28/2011,12/31/1991,American Express Consumer Travel Network  USA
4962,2011,02/28/2011,12/31/1991,Travel Weeklys
4962,2011,02/28/2011,12/31/1991,American Express Consumer Travel Network  USA  Competition
4962,2011,02/28/2011,12/31/1991,INTERNATIONAL CARD SERVICES
4962,2011,02/28/2011,12/31/1991,International Proprietary Consumer Card  Competition
4962,2011,02/28/2011,12/31/1991,International Proprietary Consumer Card  Regulation
4962,2011,02/28/2011,12/31/1991,GLOBAL COMMERCIAL SERVICES
4962,2011,02/28/2011,12/31/1991,Global Commercial Card
4962,2011,02/28/2011,12/31/1991,Corporate Card Programs
4962,2011,02/28/2011,12/31/1991,Business-to-BusinessPayment Solutions
4962,2011,02/28/2011,12/31/1991,Mid-sized Companies
4962,2011,02/28/2011,12/31/1991,Online Capabilities
4962,2011,02/28/2011,12/31/1991,Global Commercial CardCompetition
4962,2011,02/28/2011,12/31/1991,Global Commercial CardRegulation
4962,2011,02/28/2011,12/31/1991,Global Business Travel
4962,2011,02/28/2011,12/31/1991,Global Business Travel  Competition
4962,2011,02/28/2011,12/31/1991,"We have agreements with business partners in a variety of industries, including the airline industry, that represent a significant portion of our business"
4962,2011,02/28/2011,12/31/1991,Global Business Travel  Regulation
4962,2011,02/28/2011,12/31/1991,CORPORATE & OTHER
4962,2011,02/28/2011,12/31/1991,Enterprise Growth Group
4962,2011,02/28/2011,12/31/1991,Online and Mobile Payments
4962,2011,02/28/2011,12/31/1991,Emerging Markets
4962,2011,02/28/2011,12/31/1991,Fee Based Services
4962,2011,02/28/2011,12/31/1991,Global Payment Options (formerly known as Global Prepaid)
4962,2011,02/28/2011,12/31/1991,Global Payment Options  Competition
4962,2011,02/28/2011,12/31/1991,Global Payment Options  Regulation
4962,2011,02/28/2011,12/31/1991,Global Network & Merchant Services  Regulation
4962,2011,02/28/2011,12/31/1991,American Express Publishing
4962,2011,02/28/2011,12/31/1991,The Global Services Group
4962,2011,02/28/2011,12/31/1991,World Service
4962,2011,02/28/2011,12/31/1991,Global Business Services
4962,2011,02/28/2011,12/31/1991,Global Credit Administration
4962,2011,02/28/2011,12/31/1991,Technologies
4962,2011,02/28/2011,12/31/1991,Supervision and Regulation  General
4962,2011,02/28/2011,12/31/1991,The Dodd-Frank Wall Street Reform and Consumer Protection Act
4962,2011,02/28/2011,12/31/1991,"The Dodd-Frank Wall Street Reform and Consumer Protection Act may have a significant adverse impact on our business, results of operations and financial condition"
4962,2011,02/28/2011,12/31/1991,"Banks, card issuers and card network operators generally are the subject of increasing global regulatory focus, which may impose costly new compliance burdens on our Company and lead to decreased transaction volumes and revenues through our network"
4962,2011,02/28/2011,12/31/1991,Consumer Financial Protection Act of 2010
4962,2011,02/28/2011,12/31/1991,Financial Holding Company Status and Activities
4962,2011,02/28/2011,12/31/1991,Our business is subject to significant and extensive government regulation and supervision which could adversely affect our results of operations and financial condition
4962,2011,02/28/2011,12/31/1991,Heightened Prudential Requirements for Large Bank Holding Companies
4962,2011,02/28/2011,12/31/1991,Activities and Acquisitions
4962,2011,02/28/2011,12/31/1991,Source of Strength
4962,2011,02/28/2011,12/31/1991,Capital Adequacy
4962,2011,02/28/2011,12/31/1991,Basel I
4962,2011,02/28/2011,12/31/1991,Basel II
4962,2011,02/28/2011,12/31/1991,Leverage Requirement
4962,2011,02/28/2011,12/31/1991,Basel III
4962,2011,02/28/2011,12/31/1991,Liquidity Ratios under Basel III
4962,2011,02/28/2011,12/31/1991,Prompt Corrective Action
4962,2011,02/28/2011,12/31/1991,Transactions between Centurion Bank or AEBFSB and Their Respective Affiliates
4962,2011,02/28/2011,12/31/1991,FDIC Insurance Assessments
4962,2011,02/28/2011,12/31/1991,FDIC Powers upon Insolvency of Insured Depository Institutions
4962,2011,02/28/2011,12/31/1991,Orderly Liquidation Authority under Dodd-Frank
4962,2011,02/28/2011,12/31/1991,Cross-Guarantee Provisions
4962,2011,02/28/2011,12/31/1991,Community Reinvestment Act
4962,2011,02/28/2011,12/31/1991,"Privacy, Fair Credit Reporting"
4962,2011,02/28/2011,12/31/1991,The CARD Act
4962,2011,02/28/2011,12/31/1991,Anti-Money Laundering Compliance
4962,2011,02/28/2011,12/31/1991,Office of Foreign Assets Control Regulation
4962,2011,02/28/2011,12/31/1991,Compensation Practices
4962,2011,02/28/2011,12/31/1991,Foreign Corrupt Practices Act
4962,2011,02/28/2011,12/31/1991,FOREIGN OPERATIONS
4962,2011,02/28/2011,12/31/1991,SALE OF AMERICAN EXPRESS BANK LTD. / DISCONTINUED OPERATIONS
4962,2011,02/28/2011,12/31/1991,SEGMENT INFORMATION AND CLASSES OF SIMILAR SERVICES
4962,2011,02/28/2011,12/31/1991,EXECUTIVE OFFICERS OF THE COMPANY
4962,2011,02/28/2011,12/31/1991,GUIDE 3  STATISTICAL DISCLOSURE BY BANK HOLDING COMPANIES
4962,2011,02/28/2011,12/31/1991,"DISTRIBUTION OF ASSETS, LIABILITIES, AND SHAREHOLDERS EQUITY; INTEREST RATES AND INTEREST DIFFERENTIAL"
4962,2011,02/28/2011,12/31/1991,"Years Ended December 31,(Millions, except percentages)"
4962,2011,02/28/2011,12/31/1991,"(Millions, except percentages)"
4962,2011,02/28/2011,12/31/1991,Interest-earning assets
4962,2011,02/28/2011,12/31/1991,Total interest-earning assets(h)
4962,2011,02/28/2011,12/31/1991,Non-interest-earning assets
4962,2011,02/28/2011,12/31/1991,Total non-interest-earning assets
4962,2011,02/28/2011,12/31/1991,Assets of discontinued operations
4962,2011,02/28/2011,12/31/1991,Total assets
4962,2011,02/28/2011,12/31/1991,Percentage of total average assets attributable tonon-U.S.activities
4962,2011,02/28/2011,12/31/1991,Interest-bearing liabilities
4962,2011,02/28/2011,12/31/1991,Total interest-bearing liabilities
4962,2011,02/28/2011,12/31/1991,Non-interest-bearing liabilities
4962,2011,02/28/2011,12/31/1991,Total non-interest-bearing liabilities
4962,2011,02/28/2011,12/31/1991,Liabilities of discontinued operations
4962,2011,02/28/2011,12/31/1991,Total liabilities
4962,2011,02/28/2011,12/31/1991,Total liabilities and shareholders equity
4962,2011,02/28/2011,12/31/1991,Percentage of total average liabilities attributable tonon-U.S.activities
4962,2011,02/28/2011,12/31/1991,Interest rate spread
4962,2011,02/28/2011,12/31/1991,Net interest income and net average yield on interest-earning assets(e)
4962,2011,02/28/2011,12/31/1991,CHANGES IN NET INTEREST INCOME -VOLUME AND RATE ANALYSIS (a)
4962,2011,02/28/2011,12/31/1991,versus 2009
4962,2011,02/28/2011,12/31/1991,versus 2008
4962,2011,02/28/2011,12/31/1991,Increase (Decrease) due to change in:
4962,2011,02/28/2011,12/31/1991,"Years Ended December 31,(Millions)"
4962,2011,02/28/2011,12/31/1991,Change in interest income
4962,2011,02/28/2011,12/31/1991,Change in interest expense
4962,2011,02/28/2011,12/31/1991,Change in net interest income
4962,2011,02/28/2011,12/31/1991,INVESTMENT SECURITIES PORTFOLIO
4962,2011,02/28/2011,12/31/1991,"December 31,(Millions)"
4962,2011,02/28/2011,12/31/1991,Totalavailable-for-salesecurities
4962,2011,02/28/2011,12/31/1991,Due after 1
4962,2011,02/28/2011,12/31/1991,Due after 5
4962,2011,02/28/2011,12/31/1991,"December 31,(Millions, except percentages)"
4962,2011,02/28/2011,12/31/1991,year or less
4962,2011,02/28/2011,12/31/1991,Total fair value(b)
4962,2011,02/28/2011,12/31/1991,Weighted average yield(c)
4962,2011,02/28/2011,12/31/1991,LOANS AND CARDMEMBER RECEIVABLES PORTFOLIOS
4962,2011,02/28/2011,12/31/1991,Non-U.S.loans
4962,2011,02/28/2011,12/31/1991,Total loans
4962,2011,02/28/2011,12/31/1991,Cardmember receivables
4962,2011,02/28/2011,12/31/1991,U.S. cardmember receivables
4962,2011,02/28/2011,12/31/1991,Non-U.S.cardmember receivables
4962,2011,02/28/2011,12/31/1991,Total cardmember receivables
4962,2011,02/28/2011,12/31/1991,MATURITIES AND SENSITIVITIES TO CHANGES IN INTEREST RATES
4962,2011,02/28/2011,12/31/1991,year(a)(b)
4962,2011,02/28/2011,12/31/1991,years(b)(c)
4962,2011,02/28/2011,12/31/1991,Non-U.S.cardmember Receivables
4962,2011,02/28/2011,12/31/1991,CARDMEMBER LOAN AND CARDMEMBER RECEIVABLE CONCENTRATIONS
4962,2011,02/28/2011,12/31/1991,Total on-balance sheet
4962,2011,02/28/2011,12/31/1991,Unused lines of credit-individuals(c)
4962,2011,02/28/2011,12/31/1991,RISK ELEMENTS
4962,2011,02/28/2011,12/31/1991,Non-accrual loans(b)
4962,2011,02/28/2011,12/31/1991,Total non-accrual loans
4962,2011,02/28/2011,12/31/1991,Loans contractually 90 days past-due and still accruing interest
4962,2011,02/28/2011,12/31/1991,Total loans contractually 90 days past-due and still accruing interest
4962,2011,02/28/2011,12/31/1991,Restructured loans(d)(e)
4962,2011,02/28/2011,12/31/1991,Total restructured loans
4962,2011,02/28/2011,12/31/1991,Total non-performing loans
4962,2011,02/28/2011,12/31/1991,Restructured cardmember receivables(d)(e)
4962,2011,02/28/2011,12/31/1991,Total restructured cardmember receivables
4962,2011,02/28/2011,12/31/1991,IMPACT OF NON-PERFORMING LOANS ON INTEREST INCOME
4962,2011,02/28/2011,12/31/1991,"Year Ended December 31,(Millions)"
4962,2011,02/28/2011,12/31/1991,Total interest revenue foregone
4962,2011,02/28/2011,12/31/1991,POTENTIAL PROBLEM RECEIVABLES
4962,2011,02/28/2011,12/31/1991,CROSS-BORDER OUTSTANDINGS
4962,2011,02/28/2011,12/31/1991,Governments
4962,2011,02/28/2011,12/31/1991,and official
4962,2011,02/28/2011,12/31/1991,other financial
4962,2011,02/28/2011,12/31/1991,cross-border
4962,2011,02/28/2011,12/31/1991,Cross-border
4962,2011,02/28/2011,12/31/1991,institutions
4962,2011,02/28/2011,12/31/1991,outstandings
4962,2011,02/28/2011,12/31/1991,commitments(b)
4962,2011,02/28/2011,12/31/1991,SUMMARY OF LOAN LOSS EXPERIENCE
